GCA_008632655.1,287,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,
GCA_905209525.1,707003,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,,uncultured Oscillospiraceae bacterium,
GCA_905209995.1,707003,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,,uncultured Oscillospiraceae bacterium,
GCA_905212515.1,707003,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,,uncultured Oscillospiraceae bacterium,
GCA_928721805.1,707003,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,,uncultured Oscillospiraceae bacterium,
GCA_928721865.1,707003,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,,uncultured Oscillospiraceae bacterium,
GCA_928721885.1,707003,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,,uncultured Oscillospiraceae bacterium,
GCA_928721945.1,707003,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,,uncultured Oscillospiraceae bacterium,
GCA_928722005.1,707003,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,,uncultured Oscillospiraceae bacterium,
GCA_928722035.1,707003,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,,uncultured Oscillospiraceae bacterium,
GCA_928722175.1,707003,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,,uncultured Oscillospiraceae bacterium,
GCA_018363635.1,712121,Bacteria,Actinobacteria,Actinomycetia,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces sp. oral taxon 181,
GCA_905373145.1,712124,Bacteria,Actinobacteria,Actinomycetia,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces sp. oral taxon 448,
GCA_018141845.1,712982,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,,Lachnospiraceae bacterium oral taxon 096,
GCA_000210535.1,717608,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lacrimispora,Lacrimispora saccharolytica,[Clostridium] cf. saccharolyticum K10
GCA_000210575.1,717959,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes shahii,Alistipes shahii WAL 8301
GCA_000210635.1,717961,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,,[Eubacterium] siraeum,[Eubacterium] siraeum V10Sc8a
GCA_000210555.1,717962,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Coprococcus,Coprococcus catus,Coprococcus catus GD/7
GCA_000210735.1,718252,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium,Faecalibacterium prausnitzii,Faecalibacterium prausnitzii L2-6
GCA_000210655.1,718255,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Roseburia,Roseburia intestinalis,Roseburia intestinalis XB6B4
GCA_000210755.1,722911,Bacteria,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium longum,Bifidobacterium longum subsp. longum F8
GCA_000763055.1,742722,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella sp. 4_8_47FAA,
GCA_000231275.1,742725,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes indistinctus,Alistipes indistinctus YIT 12060
GCA_000296465.1,742726,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Barnesiellaceae,Barnesiella,Barnesiella intestinihominis,Barnesiella intestinihominis YIT 11860
GCA_001078425.1,742732,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Enterocloster,Enterocloster bolteae,Enterocloster bolteae WAL-14578
GCA_000233455.1,742733,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Enterocloster,Enterocloster citroniae,[Clostridium] citroniae WAL-17108
GCA_001078435.1,742734,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Enterocloster,Enterocloster citroniae,[Clostridium] citroniae WAL-19142
GCA_005886215.1,742737,Bacteria,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Hungatella,Hungatella hathewayi,Hungatella hathewayi WAL-18680
GCA_000189595.1,742740,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lachnoclostridium,[Clostridium] symbiosum,[Clostridium] symbiosum WAL-14163
GCA_000189615.1,742741,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lachnoclostridium,[Clostridium] symbiosum,[Clostridium] symbiosum WAL-14673
GCA_000225745.1,742765,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Dorea,Dorea formicigenerans,Dorea formicigenerans 4_6_53AFAA
GCA_000296445.1,742818,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Slackia,Slackia piriformis,Slackia piriformis YIT 12062
GCA_000186505.1,742821,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella,Sutterella wadsworthensis,Sutterella wadsworthensis 3_1_45B
GCA_000297775.1,742823,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella,Sutterella wadsworthensis,Sutterella wadsworthensis 2_1_59BFAA
GCA_014867565.1,745368,Bacteria,Firmicutes,Clostridia,Eubacteriales,,Gemmiger,Gemmiger formicilis,
GCA_014867645.1,745368,Bacteria,Firmicutes,Clostridia,Eubacteriales,,Gemmiger,Gemmiger formicilis,
GCA_014867685.1,745368,Bacteria,Firmicutes,Clostridia,Eubacteriales,,Gemmiger,Gemmiger formicilis,
GCA_014867815.1,745368,Bacteria,Firmicutes,Clostridia,Eubacteriales,,Gemmiger,Gemmiger formicilis,
GCA_018784445.1,745368,Bacteria,Firmicutes,Clostridia,Eubacteriales,,Gemmiger,Gemmiger formicilis,
GCA_020686865.1,745368,Bacteria,Firmicutes,Clostridia,Eubacteriales,,Gemmiger,Gemmiger formicilis,
GCA_900167555.1,745368,Bacteria,Firmicutes,Clostridia,Eubacteriales,,Gemmiger,Gemmiger formicilis,
GCA_902363055.1,745368,Bacteria,Firmicutes,Clostridia,Eubacteriales,,Gemmiger,Gemmiger formicilis,
GCA_905202775.1,745368,Bacteria,Firmicutes,Clostridia,Eubacteriales,,Gemmiger,Gemmiger formicilis,
GCA_900539965.1,747375,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Solobacterium,uncultured Solobacterium sp.,
GCA_900543035.1,747375,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Solobacterium,uncultured Solobacterium sp.,
GCA_900544665.1,747375,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Solobacterium,uncultured Solobacterium sp.,
GCA_900551285.1,747375,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Solobacterium,uncultured Solobacterium sp.,
GCA_905194705.1,747375,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Solobacterium,uncultured Solobacterium sp.,
GCA_000166035.1,748224,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium,Faecalibacterium prausnitzii,Faecalibacterium cf. prausnitzii KLE1255
GCA_000210595.1,751585,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Coprococcus,Coprococcus sp. ART55/1,
GCA_000092325.1,759350,Bacteria,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium longum,Bifidobacterium longum subsp. longum JDM301
GCA_000195595.1,762963,Bacteria,Actinobacteria,Actinomycetia,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces sp. oral taxon 170,Actinomyces sp. oral taxon 170 str. F0386
GCA_000205025.1,762966,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Parasutterella,Parasutterella excrementihominis,Parasutterella excrementihominis YIT 11859
GCA_000233955.1,762968,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Paraprevotella,Paraprevotella clara,Paraprevotella clara YIT 11840
GCA_900066085.1,765821,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,uncultured Blautia sp.,
GCA_900066165.1,765821,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,uncultured Blautia sp.,
GCA_900066235.1,765821,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,uncultured Blautia sp.,
GCA_900066325.1,765821,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,uncultured Blautia sp.,
GCA_900066335.1,765821,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,uncultured Blautia sp.,
GCA_900066505.1,765821,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,uncultured Blautia sp.,
GCA_900066745.1,765821,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,uncultured Blautia sp.,
GCA_900066965.1,765821,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,uncultured Blautia sp.,
GCA_900538615.1,765821,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,uncultured Blautia sp.,
GCA_900541955.1,765821,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,uncultured Blautia sp.,
GCA_900542045.1,765821,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,uncultured Blautia sp.,
GCA_900546125.1,765821,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,uncultured Blautia sp.,
GCA_900548245.1,765821,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,uncultured Blautia sp.,
GCA_900550985.1,765821,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,uncultured Blautia sp.,
GCA_900551715.1,765821,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,uncultured Blautia sp.,
GCA_900552095.1,765821,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,uncultured Blautia sp.,
GCA_900552215.1,765821,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,uncultured Blautia sp.,
GCA_900638755.1,765821,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,uncultured Blautia sp.,
GCA_900755775.1,765821,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,uncultured Blautia sp.,
GCA_900764815.1,765821,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,uncultured Blautia sp.,
GCA_905194945.1,765821,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,uncultured Blautia sp.,
GCA_905196365.1,765821,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,uncultured Blautia sp.,
GCA_905209945.1,765821,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,uncultured Blautia sp.,
GCA_930989485.1,765821,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,uncultured Blautia sp.,
GCA_000179495.1,768713,Bacteria,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Finegoldia,Finegoldia magna,Finegoldia magna ACS-171-V-Col3
GCA_000179335.1,768724,Bacteria,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Peptoniphilus,Peptoniphilus sp. oral taxon 836,Peptoniphilus sp. oral taxon 836 str. F0141
GCA_000234015.1,857292,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus intermedius,Streptococcus intermedius F0395
GCA_000242315.1,861454,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,,Lachnospiraceae bacterium oral taxon 082,Lachnospiraceae bacterium oral taxon 082 str. F0431
GCA_000146345.1,862517,Bacteria,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Peptoniphilus,Peptoniphilus duerdenii,Peptoniphilus duerdenii ATCC BAA-1640
GCA_000179755.1,866778,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Veillonella atypica,Veillonella atypica ACS-134-V-Col7a
GCA_000180155.1,871541,Bacteria,Actinobacteria,Actinomycetia,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces oris,Actinomyces oris K20
GCA_014385405.1,871664,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia stercoris,
GCA_013300155.1,871665,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia faecis,
GCA_013302345.1,871665,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia faecis,
GCA_013302375.1,871665,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia faecis,
GCA_013302415.1,871665,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia faecis,
GCA_013304475.1,871665,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia faecis,
GCA_014385375.1,871665,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia faecis,
GCA_018785625.1,871665,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia faecis,
GCA_020537465.1,871665,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia faecis,
GCA_020537665.1,871665,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia faecis,
GCA_020554845.1,871665,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia faecis,
GCA_020559825.1,871665,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia faecis,
GCA_020564165.1,871665,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia faecis,
GCA_022136135.1,871665,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia faecis,
GCA_022136745.1,871665,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia faecis,
GCA_900542605.1,875803,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Adlercreutzia,uncultured Adlercreutzia sp.,
GCA_900754895.1,875803,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Adlercreutzia,uncultured Adlercreutzia sp.,
GCA_900066625.1,876091,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Oscillibacter,uncultured Oscillibacter sp.,
GCA_900542115.1,876091,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Oscillibacter,uncultured Oscillibacter sp.,
GCA_900544775.1,876091,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Oscillibacter,uncultured Oscillibacter sp.,
GCA_900545115.1,876091,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Oscillibacter,uncultured Oscillibacter sp.,
GCA_900759515.1,876091,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Oscillibacter,uncultured Oscillibacter sp.,
GCA_900763345.1,876091,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Oscillibacter,uncultured Oscillibacter sp.,
GCA_905192955.1,876091,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Oscillibacter,uncultured Oscillibacter sp.,
GCA_905194525.1,876091,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Oscillibacter,uncultured Oscillibacter sp.,
GCA_905208925.1,876091,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Oscillibacter,uncultured Oscillibacter sp.,
GCA_928722045.1,876091,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Oscillibacter,uncultured Oscillibacter sp.,
GCA_900762515.1,876416,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Odoribacteraceae,Odoribacter,uncultured Odoribacter sp.,
GCA_905187445.1,876416,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Odoribacteraceae,Odoribacter,uncultured Odoribacter sp.,
GCA_000183505.2,879309,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Veillonella sp. oral taxon 158,Veillonella sp. oral taxon 158 str. F0412
GCA_000164965.1,883062,Bacteria,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium bifidum,Bifidobacterium bifidum S17
GCA_000413435.1,883165,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter ureolyticus,Campylobacter ureolyticus ACS-301-V-Sch3b
GCA_904420575.1,886349,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Gordonibacter,uncultured Gordonibacter sp.,
GCA_000185505.1,887929,Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Pseudoramibacter,Pseudoramibacter alactolyticus,Pseudoramibacter alactolyticus ATCC 23263
GCA_000195045.1,888818,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sanguinis,Streptococcus sanguinis SK408
GCA_000191125.1,888819,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sanguinis,Streptococcus sanguinis SK678
GCA_900450845.1,888828,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Haemophilus parainfluenzae,Haemophilus parainfluenzae ATCC 33392
GCA_900066655.1,905011,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Anaerotruncus,uncultured Anaerotruncus sp.,
GCA_900761455.1,905011,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Anaerotruncus,uncultured Anaerotruncus sp.,
GCA_904419065.1,905011,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Anaerotruncus,uncultured Anaerotruncus sp.,
GCA_000180035.1,905067,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus parasanguinis,Streptococcus parasanguinis F0405
GCA_000183605.2,910312,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas asaccharolytica,Porphyromonas asaccharolytica PR426713P-I
GCA_900624825.1,927665,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides goldsteinii,Parabacteroides goldsteinii DSM 19448 = WAL 12034
GCA_000278725.1,936548,Bacteria,Actinobacteria,Actinomycetia,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces sp. ICM47,
GCA_905369875.1,936548,Bacteria,Actinobacteria,Actinomycetia,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces sp. ICM47,
GCA_000525585.1,936576,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sp. ACS2,
GCA_022135835.1,938278,Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriales Family XIII. Incertae Sedis,Casaltella,Casaltella massiliensis,
GCA_000312505.3,938288,Bacteria,Firmicutes,Clostridia,Eubacteriales,,Fenollaria,Fenollaria massiliensis,
GCA_018292205.1,997873,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides caccae,Bacteroides caccae CL03T12C61
GCA_000273035.1,997875,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola dorei,Phocaeicola dorei CL02T00C15
GCA_000273195.1,997885,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides ovatus,Bacteroides ovatus CL02T12C04
GCA_018492845.1,997886,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides ovatus,Bacteroides ovatus CL03T12C18
GCA_000273785.1,997889,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides uniformis,Bacteroides uniformis CL03T00C23
GCA_000273275.1,997890,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides uniformis,Bacteroides uniformis CL03T12C37
GCA_000371725.1,997893,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Enterocloster,Enterocloster bolteae,Enterocloster bolteae 90A5
GCA_000371705.1,997894,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Enterocloster,Enterocloster bolteae,Enterocloster bolteae 90A9
GCA_000371685.1,997895,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Enterocloster,Enterocloster bolteae,Enterocloster bolteae 90B3
GCA_000371545.1,999406,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Enterocloster,Enterocloster clostridioformis,[Clostridium] clostridioforme 90A6
GCA_000371505.1,999408,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Enterocloster,Enterocloster clostridioformis,[Clostridium] clostridioforme 90A8
GCA_000371445.1,999412,Bacteria,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Hungatella,Hungatella hathewayi,Hungatella hathewayi 12489931
GCA_000371425.1,999413,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelatoclostridium,[Clostridium] innocuum,[Clostridium] innocuum 2959
GCA_000307345.1,999420,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides merdae,Parabacteroides merdae CL03T12C32
GCA_000314795.2,999425,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sp. F0442,
GCA_900107675.1,1033731,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes timonensis,Alistipes timonensis JC136
GCA_000312145.1,1033732,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes senegalensis,Alistipes senegalensis JC50
GCA_000236865.1,1034345,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Senegalimassilia,Senegalimassilia anaerobia,Senegalimassilia anaerobia JC110
GCA_003202105.1,1034346,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Dielma,Dielma fastidiosa,
GCA_003343865.1,1034346,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Dielma,Dielma fastidiosa,
GCA_003449625.1,1034346,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Dielma,Dielma fastidiosa,
